,R_INH,S_INH,R_EMB,S_EMB,R_RIF,S_RIF,R_PZA,S_PZA,R_Multi,S_Multi
1237,None,ERR2513305,None,ERR2516300,None,ERR2516193,None,ERR2516305,None,ERR2514273
1238,None,ERR2515085,None,ERR2516353,None,ERR2516332,None,ERR2516306,None,ERR2513541
1239,None,ERR2512605,None,ERR2516269,None,ERR2516224,None,ERR2516293,None,ERR2514449
1240,None,ERR2514875,None,ERR2516341,None,ERR2516260,None,ERR2516174,None,ERR2512778
1241,None,ERR2514149,None,ERR2516318,None,ERR2516197,None,ERR2516218,None,ERR2514297
1242,None,ERR2514820,None,ERR2516246,None,ERR2516348,None,ERR2516250,None,ERR2514581
1243,None,ERR2513150,None,ERR2516307,None,ERR2516225,None,ERR2516194,None,ERR2514239
1244,None,ERR2514470,None,ERR2516262,None,ERR2516248,None,ERR2516300,None,ERR2514637
1245,None,ERR2512746,None,ERR2516335,None,ERR2516242,None,ERR2516353,None,ERR2512513
1246,None,ERR2514696,None,ERR2516324,None,ERR2516179,None,ERR2516269,None,ERR2513537
1247,None,ERR2513141,None,ERR2516258,None,ERR2516236,None,ERR2516341,None,ERR2513128
1248,None,ERR2514879,None,ERR2516202,None,ERR2516178,None,ERR2516318,None,ERR2513337
1249,None,ERR2514769,None,ERR2516238,None,ERR2516241,None,ERR2516246,None,ERR2513740
1250,None,ERR2514787,None,ERR2516354,None,ERR2516212,None,ERR2516324,None,ERR2512894
1251,None,ERR2513480,None,ERR2516298,None,ERR2516210,None,ERR2516340,None,ERR2513754
1252,None,ERR2512683,None,ERR2516234,None,ERR2516227,None,ERR2516258,None,ERR2513674
1253,None,ERR2513142,None,ERR2516358,None,ERR2516184,None,ERR2516202,None,ERR2512649
1254,None,ERR2514062,None,ERR2516211,None,ERR2516319,None,ERR2516238,None,ERR2513367
1255,None,ERR2512537,None,ERR2516268,None,ERR2516205,None,ERR2516354,None,ERR2514809
1256,None,ERR2514849,None,ERR2516317,None,ERR2516305,None,ERR2516298,None,ERR2513372
1257,None,ERR2513960,None,ERR2516309,None,ERR2516306,None,ERR2516234,None,ERR2512952
1258,None,ERR2512692,None,ERR2516247,None,ERR2516293,None,ERR2516358,None,ERR2513127
1259,None,ERR2513753,None,ERR2516304,None,ERR2516174,None,ERR2516211,None,ERR2514096
1260,None,ERR2513314,None,ERR2516331,None,ERR2516218,None,ERR2516268,None,ERR2514718
1261,None,ERR2515044,None,ERR2516231,None,ERR2516250,None,ERR2516317,None,ERR2514100
1262,None,ERR2513980,None,ERR2516296,None,ERR2516194,None,ERR2516309,None,ERR2513979
1263,None,ERR2512475,None,ERR2516221,None,ERR2516207,None,ERR2516247,None,ERR2513203
1264,None,ERR2513393,None,ERR2516180,None,ERR2516300,None,ERR2516304,None,ERR2514916
1265,None,ERR2513577,None,ERR2516253,None,ERR2516316,None,ERR2516331,None,ERR2514736
1266,None,ERR2513110,None,ERR2516311,None,ERR2516353,None,ERR2516231,None,ERR2512806
1267,None,ERR2513055,None,ERR2516265,None,ERR2516269,None,ERR2516296,None,ERR2513382
1268,None,ERR2512639,None,ERR2516187,None,ERR2516341,None,ERR2516221,None,ERR2512893
1269,None,ERR2514015,None,ERR2516185,None,ERR2516318,None,ERR2516180,None,ERR2514560
1270,None,ERR2513333,None,ERR2516240,None,ERR2516246,None,ERR2516253,None,ERR2512690
1271,None,ERR2514490,None,ERR2516222,None,ERR2516307,None,ERR2516265,None,ERR2514287
1272,None,ERR2513823,None,ERR2512906,None,ERR2516262,None,ERR2516187,None,ERR2514972
1273,None,ERR2512574,None,ERR2513505,None,ERR2516335,None,ERR2516185,None,ERR2513118
1274,None,ERR2514235,None,ERR2513162,None,ERR2516324,None,ERR2516240,None,ERR2512645
1275,None,ERR2513818,None,ERR2512472,None,ERR2516258,None,ERR2516222,None,ERR2512581
1276,None,ERR2514273,None,ERR2513351,None,ERR2516202,None,ERR2512906,None,ERR2512996
1277,None,ERR2513541,None,ERR2512810,None,ERR2516238,None,ERR2513505,None,ERR2513863
1278,None,ERR2514449,None,ERR2514644,None,ERR2516354,None,ERR2513162,None,ERR2513591
1279,None,ERR2512778,None,ERR2514612,None,ERR2516298,None,ERR2512472,None,ERR2513602
1280,None,ERR2514297,None,ERR2514313,None,ERR2516234,None,ERR2513351,None,ERR2514801
1281,None,ERR2514581,None,ERR2513327,None,ERR2516358,None,ERR2512810,None,ERR2514160
1282,None,ERR2514239,None,ERR2513010,None,ERR2516211,None,ERR2514644,None,ERR2514447
1283,None,ERR2514637,None,ERR2512844,None,ERR2516268,None,ERR2514612,None,ERR2512709
1284,None,ERR2512513,None,ERR2513093,None,ERR2516317,None,ERR2514313,None,ERR2512587
1285,None,ERR2513537,None,ERR2514176,None,ERR2516309,None,ERR2513327,None,ERR2513391
1286,None,ERR2513128,None,ERR2512760,None,ERR2516247,None,ERR2513010,None,ERR2512729
1287,None,ERR2513337,None,ERR2513558,None,ERR2516304,None,ERR2512844,None,ERR2514563
1288,None,ERR2513740,None,ERR2513271,None,ERR2516331,None,ERR2513093,None,ERR2513410
1289,None,ERR2512894,None,ERR2514693,None,ERR2516231,None,ERR2514176,None,ERR2514221
1290,None,ERR2513754,None,ERR2514541,None,ERR2516296,None,ERR2512760,None,ERR2512856
1291,None,ERR2513674,None,ERR2513244,None,ERR2516221,None,ERR2513558,None,ERR2513330
1292,None,ERR2512649,None,ERR2513741,None,ERR2516180,None,ERR2513271,None,ERR2512751
1293,None,ERR2513367,None,ERR2513305,None,ERR2516253,None,ERR2514693,None,ERR2513366
1294,None,ERR2514809,None,ERR2515085,None,ERR2516311,None,ERR2514541,None,ERR2513644
1295,None,ERR2513372,None,ERR2512605,None,ERR2516265,None,ERR2513244,None,ERR2514294
1296,None,ERR2512952,None,ERR2514875,None,ERR2516187,None,ERR2513741,None,ERR2513449
1297,None,ERR2513127,None,ERR2514149,None,ERR2516185,None,ERR2513305,None,ERR2513060
1298,None,ERR2514096,None,ERR2514820,None,ERR2516240,None,ERR2515085,None,ERR2513205
1299,None,ERR2514718,None,ERR2513150,None,ERR2516222,None,ERR2512605,None,ERR2514523
1300,None,ERR2514100,None,ERR2514470,None,ERR2516338,None,ERR2514875,None,ERR2512686
1301,None,ERR2513979,None,ERR2512746,None,ERR2512906,None,ERR2514149,None,ERR2514363
1302,None,ERR2513203,None,ERR2514696,None,ERR2513505,None,ERR2514820,None,ERR2513439
1303,None,ERR2514916,None,ERR2513141,None,ERR2513162,None,ERR2513150,None,ERR2514445
1304,None,ERR2514736,None,ERR2514879,None,ERR2512472,None,ERR2514470,None,ERR2513887
1305,None,ERR2512806,None,ERR2514769,None,ERR2513351,None,ERR2514696,None,ERR2515006
1306,None,ERR2513382,None,ERR2514787,None,ERR2512810,None,ERR2513141,None,ERR2514682
1307,None,ERR2512893,None,ERR2513480,None,ERR2514644,None,ERR2514879,None,ERR2513191
1308,None,ERR2514560,None,ERR2512683,None,ERR2514612,None,ERR2514769,None,ERR2512672
1309,None,ERR2512690,None,ERR2513142,None,ERR2514313,None,ERR2514787,None,ERR2514572
1310,None,ERR2514287,None,ERR2514062,None,ERR2513327,None,ERR2513480,None,ERR2514386
1311,None,ERR2514972,None,ERR2512537,None,ERR2513010,None,ERR2512683,None,ERR2513387
1312,None,ERR2513118,None,ERR2514849,None,ERR2512844,None,ERR2513142,None,ERR2512830
1313,None,ERR2512645,None,ERR2513960,None,ERR2513093,None,ERR2514062,None,ERR2513147
1314,None,ERR2512581,None,ERR2512692,None,ERR2514176,None,ERR2512537,None,ERR2512702
1315,None,ERR2512996,None,ERR2513753,None,ERR2512760,None,ERR2514849,None,ERR2514331
1316,None,ERR2513863,None,ERR2513314,None,ERR2513558,None,ERR2513960,None,ERR2512681
1317,None,ERR2513591,None,ERR2515044,None,ERR2513271,None,ERR2512692,None,ERR2513086
1318,None,ERR2513602,None,ERR2513980,None,ERR2514693,None,ERR2513753,None,ERR2512989
1319,None,ERR2514801,None,ERR2512475,None,ERR2514541,None,ERR2513314,None,ERR2512618
1320,None,ERR2514160,None,ERR2513393,None,ERR2513244,None,ERR2515044,None,ERR2513545
1321,None,ERR2514447,None,ERR2513577,None,ERR2513741,None,ERR2513980,None,ERR2513207
1322,None,ERR2512709,None,ERR2513110,None,ERR2513305,None,ERR2512475,None,ERR2513400
1323,None,ERR2512587,None,ERR2513055,None,ERR2515085,None,ERR2513393,None,ERR2513196
1324,None,ERR2513391,None,ERR2512639,None,ERR2512605,None,ERR2513577,None,ERR2513429
1325,None,ERR2512729,None,ERR2514015,None,ERR2514875,None,ERR2513110,None,ERR2514654
1326,None,ERR2514563,None,ERR2513333,None,ERR2514149,None,ERR2513055,None,ERR2515074
1327,None,ERR2513410,None,ERR2514490,None,ERR2514820,None,ERR2512639,None,ERR2514505
1328,None,ERR2514221,None,ERR2513823,None,ERR2513150,None,ERR2514015,None,ERR2514937
1329,None,ERR2512856,None,ERR2512574,None,ERR2514470,None,ERR2513333,None,ERR2514586
1330,None,ERR2513330,None,ERR2514235,None,ERR2512746,None,ERR2514490,None,ERR2514534
1331,None,ERR2512751,None,ERR2513818,None,ERR2514696,None,ERR2513823,None,ERR2513849
1332,None,ERR2513366,None,ERR2514273,None,ERR2513141,None,ERR2512574,None,ERR2514314
1333,None,ERR2513644,None,ERR2513541,None,ERR2514879,None,ERR2514235,None,ERR2513403
1334,None,ERR2514294,None,ERR2514449,None,ERR2514769,None,ERR2513818,None,ERR2513827
1335,None,ERR2513449,None,ERR2512778,None,ERR2514787,None,ERR2514273,None,ERR2514047
1336,None,ERR2513060,None,ERR2514297,None,ERR2513480,None,ERR2513541,None,ERR2513768
1337,None,ERR2513205,None,ERR2514581,None,ERR2512683,None,ERR2514449,None,ERR2512473
1338,None,ERR2514523,None,ERR2514239,None,ERR2513142,None,ERR2512778,None,ERR2512559
1339,None,ERR2512686,None,ERR2514637,None,ERR2514062,None,ERR2514297,None,ERR2513610
1340,None,ERR2514363,None,ERR2512513,None,ERR2512537,None,ERR2514581,None,ERR2514492
1341,None,ERR2513439,None,ERR2513537,None,ERR2514849,None,ERR2514239,None,ERR2512899
1342,None,ERR2514445,None,ERR2513128,None,ERR2513960,None,ERR2514637,None,ERR2513062
1343,None,ERR2513887,None,ERR2513337,None,ERR2512692,None,ERR2512513,None,ERR2512803
1344,None,ERR2515006,None,ERR2513740,None,ERR2513753,None,ERR2513537,None,ERR2513772
1345,None,ERR2514682,None,ERR2512894,None,ERR2513314,None,ERR2513128,None,ERR2513409
1346,None,ERR2513191,None,ERR2513754,None,ERR2515044,None,ERR2513337,None,ERR2514405
1347,None,ERR2512672,None,ERR2513674,None,ERR2513980,None,ERR2513740,None,ERR2514036
1348,None,ERR2514572,None,ERR2512649,None,ERR2512475,None,ERR2512894,None,ERR2513411
1349,None,ERR2514386,None,ERR2513367,None,ERR2513393,None,ERR2513754,None,ERR2514282
1350,None,ERR2513387,None,ERR2514809,None,ERR2513577,None,ERR2513674,None,ERR2513322
1351,None,ERR2512830,None,ERR2513372,None,ERR2513110,None,ERR2512649,None,ERR2513131
1352,None,ERR2513147,None,ERR2512952,None,ERR2513055,None,ERR2513367,None,ERR2515084
1353,None,ERR2512702,None,ERR2513127,None,ERR2512639,None,ERR2514809,None,ERR2512463
1354,None,ERR2514331,None,ERR2514096,None,ERR2514015,None,ERR2513372,None,ERR2512939
1355,None,ERR2512681,None,ERR2514718,None,ERR2513333,None,ERR2512952,None,ERR2514382
1356,None,ERR2513086,None,ERR2514100,None,ERR2514490,None,ERR2513127,None,ERR2513030
1357,None,ERR2512989,None,ERR2513979,None,ERR2513823,None,ERR2514096,None,ERR2513309
1358,None,ERR2512618,None,ERR2513203,None,ERR2512574,None,ERR2514718,None,ERR2514573
1359,None,ERR2513545,None,ERR2514916,None,ERR2514235,None,ERR2514100,None,ERR2512564
1360,None,ERR2513207,None,ERR2514736,None,ERR2513818,None,ERR2513979,None,ERR2513198
1361,None,ERR2513400,None,ERR2512806,None,ERR2514273,None,ERR2513203,None,ERR2512977
1362,None,ERR2513196,None,ERR2513382,None,ERR2513541,None,ERR2514916,None,ERR2515095
1363,None,ERR2513429,None,ERR2512893,None,ERR2514449,None,ERR2514736,None,ERR2514883
1364,None,ERR2514654,None,ERR2514560,None,ERR2512778,None,ERR2512806,None,ERR2514582
1365,None,ERR2515074,None,ERR2512690,None,ERR2514297,None,ERR2513382,None,ERR2514383
1366,None,ERR2514505,None,ERR2514287,None,ERR2514581,None,ERR2512893,None,ERR2513825
1367,None,ERR2514937,None,ERR2514972,None,ERR2514239,None,ERR2514560,None,ERR2514544
1368,None,ERR2514586,None,ERR2513118,None,ERR2513608,None,ERR2512690,None,ERR2514370
1369,None,ERR2514534,None,ERR2512645,None,ERR2514637,None,ERR2514287,None,ERR2514780
1370,None,ERR2513849,None,ERR2512581,None,ERR2512513,None,ERR2514972,None,ERR2512617
1371,None,ERR2514314,None,ERR2512996,None,ERR2513537,None,ERR2513118,None,ERR2512518
1372,None,ERR2513403,None,ERR2513863,None,ERR2513128,None,ERR2512645,None,ERR2515009
1373,None,ERR2513827,None,ERR2513591,None,ERR2513337,None,ERR2512581,None,ERR2514785
1374,None,ERR2514047,None,ERR2513602,None,ERR2513740,None,ERR2512996,None,ERR2512785
1375,None,ERR2513768,None,ERR2514801,None,ERR2512894,None,ERR2513863,None,ERR2513421
1376,None,ERR2512473,None,ERR2514160,None,ERR2513754,None,ERR2513591,None,ERR2512603
1377,None,ERR2512559,None,ERR2514447,None,ERR2513674,None,ERR2513602,None,ERR2514296
1378,None,ERR2513610,None,ERR2512709,None,ERR2512649,None,ERR2514801,None,ERR2512507
1379,None,ERR2514492,None,ERR2512587,None,ERR2513367,None,ERR2514160,None,ERR2514732
1380,None,ERR2512899,None,ERR2513391,None,ERR2514809,None,ERR2514447,None,ERR2514243
1381,None,ERR2513062,None,ERR2512729,None,ERR2513372,None,ERR2512709,None,ERR2513876
1382,None,ERR2512803,None,ERR2514563,None,ERR2512952,None,ERR2512587,None,ERR2513040
1383,None,ERR2513772,None,ERR2513410,None,ERR2513127,None,ERR2513391,None,ERR2515025
1384,None,ERR2513409,None,ERR2514221,None,ERR2514096,None,ERR2512729,None,ERR2512800
1385,None,ERR2514405,None,ERR2513218,None,ERR2514718,None,ERR2514563,None,ERR2514951
1386,None,ERR2514036,None,ERR2512856,None,ERR2514100,None,ERR2513410,None,ERR2513385
1387,None,ERR2513411,None,ERR2513330,None,ERR2513979,None,ERR2514221,None,ERR2512650
1388,None,ERR2514282,None,ERR2512751,None,ERR2513203,None,ERR2513218,None,ERR2513136
1389,None,ERR2513322,None,ERR2513366,None,ERR2514916,None,ERR2512856,None,ERR2513464
1390,None,ERR2513131,None,ERR2513644,None,ERR2514736,None,ERR2513330,None,ERR2512919
1391,None,ERR2515084,None,ERR2514294,None,ERR2512806,None,ERR2512751,None,ERR2513777
1392,None,ERR2512463,None,ERR2513449,None,ERR2513382,None,ERR2513366,None,ERR2514715
1393,None,ERR2512939,None,ERR2513060,None,ERR2512893,None,ERR2513644,None,ERR2513469
1394,None,ERR2514382,None,ERR2513205,None,ERR2514560,None,ERR2514294,None,ERR2513197
1395,None,ERR2513030,None,ERR2514523,None,ERR2512690,None,ERR2513449,None,ERR2513299
1396,None,ERR2513309,None,ERR2512686,None,ERR2514287,None,ERR2513060,None,ERR2514993
1397,None,ERR2514573,None,ERR2514363,None,ERR2514972,None,ERR2514362,None,ERR2513604
1398,None,ERR2512564,None,ERR2513439,None,ERR2513118,None,ERR2513205,None,ERR2513386
1399,None,ERR2513198,None,ERR2514445,None,ERR2512645,None,ERR2514523,None,ERR2514392
1400,None,ERR2512977,None,ERR2513887,None,ERR2512581,None,ERR2512686,None,ERR2514300
1401,None,ERR2515095,None,ERR2515006,None,ERR2512996,None,ERR2514363,None,ERR2513514
1402,None,ERR2514883,None,ERR2514682,None,ERR2513863,None,ERR2513439,None,ERR2513279
1403,None,ERR2515091,None,ERR2513191,None,ERR2513591,None,ERR2514445,None,ERR2515075
1404,None,ERR2514582,None,ERR2512672,None,ERR2513602,None,ERR2513887,None,ERR2513522
1405,None,ERR2514383,None,ERR2514572,None,ERR2514801,None,ERR2515006,None,ERR2514189
1406,None,ERR2513825,None,ERR2514386,None,ERR2514160,None,ERR2514682,None,ERR2513321
1407,None,ERR2514544,None,ERR2513387,None,ERR2514447,None,ERR2513191,None,ERR2513041
1408,None,ERR2514370,None,ERR2512830,None,ERR2512709,None,ERR2512672,None,ERR2513446
1409,None,ERR2514780,None,ERR2513147,None,ERR2512587,None,ERR2514572,None,ERR2513532
1410,None,ERR2512617,None,ERR2512702,None,ERR2513391,None,ERR2514386,None,ERR2512575
1411,None,ERR2512518,None,ERR2514331,None,ERR2512729,None,ERR2513387,None,ERR2513562
1412,None,ERR2515009,None,ERR2514564,None,ERR2514563,None,ERR2512830,None,ERR2514462
1413,None,ERR2514785,None,ERR2512681,None,ERR2513410,None,ERR2513147,None,ERR2513188
1414,None,ERR2512785,None,ERR2513086,None,ERR2514221,None,ERR2512702,None,ERR2512822
1415,None,ERR2513421,None,ERR2512989,None,ERR2513218,None,ERR2514331,None,ERR2514052
1416,None,ERR2512603,None,ERR2512618,None,ERR2512856,None,ERR2514564,None,ERR2514444
1417,None,ERR2514296,None,ERR2513545,None,ERR2513330,None,ERR2512681,None,ERR2514074
1418,None,ERR2512507,None,ERR2513207,None,ERR2512751,None,ERR2513086,None,ERR2514458
1419,None,ERR2514732,None,ERR2513400,None,ERR2513366,None,ERR2512989,None,ERR2512932
1420,None,ERR2514243,None,ERR2513196,None,ERR2513644,None,ERR2512618,None,ERR2514237
1421,None,ERR2513876,None,ERR2513429,None,ERR2514294,None,ERR2513545,None,ERR2513583
1422,None,ERR2513040,None,ERR2514654,None,ERR2513449,None,ERR2513207,None,ERR2513100
1423,None,ERR2515025,None,ERR2515074,None,ERR2513060,None,ERR2513400,None,ERR2513800
1424,None,ERR2512800,None,ERR2514505,None,ERR2513205,None,ERR2513196,None,ERR2514356
1425,None,ERR2514951,None,ERR2514937,None,ERR2514523,None,ERR2513429,None,ERR2514266
1426,None,ERR2513385,None,ERR2514586,None,ERR2512686,None,ERR2514654,None,ERR2515033
1427,None,ERR2512650,None,ERR2514534,None,ERR2514363,None,ERR2515074,None,ERR2513266
1428,None,ERR2513136,None,ERR2513849,None,ERR2513439,None,ERR2514505,None,ERR2512454
1429,None,ERR2513464,None,ERR2514314,None,ERR2514445,None,ERR2514937,None,ERR2513660
1430,None,ERR2512919,None,ERR2513403,None,ERR2513887,None,ERR2514586,None,ERR2514252
1431,None,ERR2513777,None,ERR2513827,None,ERR2515006,None,ERR2514534,None,ERR2513192
1432,None,ERR2514715,None,ERR2514047,None,ERR2514682,None,ERR2513849,None,ERR2513285
1433,None,ERR2513469,None,ERR2513768,None,ERR2513191,None,ERR2514314,None,ERR2512969
1434,None,ERR2513197,None,ERR2512473,None,ERR2512672,None,ERR2513403,None,ERR2512425
1435,None,ERR2513299,None,ERR2514094,None,ERR2514572,None,ERR2513827,None,ERR2514894
1436,None,ERR2514993,None,ERR2512559,None,ERR2514386,None,ERR2514047,None,ERR2514940
1437,None,ERR2512676,None,ERR2513610,None,ERR2513387,None,ERR2513768,None,ERR2514081
1438,None,ERR2513604,None,ERR2514492,None,ERR2512830,None,ERR2512473,None,ERR2512602
1439,None,ERR2513386,None,ERR2512899,None,ERR2513147,None,ERR2514094,None,ERR2514463
1440,None,ERR2514392,None,ERR2513062,None,ERR2512702,None,ERR2512559,None,ERR2513453
1441,None,ERR2514300,None,ERR2512803,None,ERR2514331,None,ERR2513610,None,ERR2513531
1442,None,ERR2513514,None,ERR2513772,None,ERR2514564,None,ERR2514492,None,ERR2514417
1443,None,ERR2513279,None,ERR2513409,None,ERR2512681,None,ERR2512899,None,ERR2513756
1444,None,ERR2515075,None,ERR2514405,None,ERR2513086,None,ERR2513062,None,ERR2512471
1445,None,ERR2513522,None,ERR2514036,None,ERR2512989,None,ERR2512803,None,ERR2513253
1446,None,ERR2514189,None,ERR2513411,None,ERR2512618,None,ERR2513772,None,ERR2514622
1447,None,ERR2513321,None,ERR2514282,None,ERR2513545,None,ERR2513409,None,ERR2513518
1448,None,ERR2513041,None,ERR2513322,None,ERR2513207,None,ERR2514405,None,ERR2514807
1449,None,ERR2513446,None,ERR2513131,None,ERR2513400,None,ERR2514036,None,ERR2514164
1450,None,ERR2513532,None,ERR2515084,None,ERR2513196,None,ERR2513411,None,ERR2514279
1451,None,ERR2512575,None,ERR2512463,None,ERR2513429,None,ERR2514282,None,ERR2514933
1452,None,ERR2513562,None,ERR2512939,None,ERR2514654,None,ERR2513322,None,ERR2512942
1453,None,ERR2514462,None,ERR2514382,None,ERR2515074,None,ERR2513131,None,ERR2513080
1454,None,ERR2513188,None,ERR2513030,None,ERR2514505,None,ERR2515084,None,ERR2514810
1455,None,ERR2512822,None,ERR2513309,None,ERR2514937,None,ERR2512463,None,ERR2513759
1456,None,ERR2514052,None,ERR2514573,None,ERR2514586,None,ERR2512939,None,ERR2514130
1457,None,ERR2514444,None,ERR2515098,None,ERR2514534,None,ERR2514382,None,ERR2513949
1458,None,ERR2514074,None,ERR2512564,None,ERR2513849,None,ERR2513030,None,ERR2513624
1459,None,ERR2514458,None,ERR2513198,None,ERR2514314,None,ERR2513309,None,ERR2512529
1460,None,ERR2512932,None,ERR2512977,None,ERR2513403,None,ERR2514573,None,ERR2513201
1461,None,ERR2514237,None,ERR2515095,None,ERR2513827,None,ERR2515098,None,ERR2513691
1462,None,ERR2513583,None,ERR2514883,None,ERR2514047,None,ERR2512564,None,ERR2513838
1463,None,ERR2513100,None,ERR2515091,None,ERR2513768,None,ERR2513198,None,ERR2514897
1464,None,ERR2513800,None,ERR2514582,None,ERR2512473,None,ERR2512977,None,ERR2513185
1465,None,ERR2514356,None,ERR2514383,None,ERR2514094,None,ERR2515095,None,ERR2513649
1466,None,ERR2514266,None,ERR2513825,None,ERR2512559,None,ERR2514883,None,ERR2513072
1467,None,ERR2515033,None,ERR2514544,None,ERR2513610,None,ERR2514582,None,ERR2512644
1468,None,ERR2513266,None,ERR2514370,None,ERR2514492,None,ERR2514383,None,ERR2513247
1469,None,ERR2512454,None,ERR2514780,None,ERR2512899,None,ERR2513825,None,ERR2513551
1470,None,ERR2513660,None,ERR2513752,None,ERR2513062,None,ERR2514544,None,ERR2514238
1471,None,ERR2514252,None,ERR2512617,None,ERR2512803,None,ERR2514370,None,ERR2514136
1472,None,ERR2513192,None,ERR2512518,None,ERR2513772,None,ERR2514780,None,ERR2513775
1473,None,ERR2513285,None,ERR2515009,None,ERR2513409,None,ERR2513752,None,ERR2514140
1474,None,ERR2512969,None,ERR2514785,None,ERR2514405,None,ERR2512617,None,ERR2513792
1475,None,ERR2512425,None,ERR2512785,None,ERR2514036,None,ERR2512518,None,ERR2514365
1476,None,ERR2514894,None,ERR2513421,None,ERR2513411,None,ERR2515009,None,ERR2514906
